Price,Bedrooms,Bathrooms,Square Footage,Latitude,Longitude
749000.0,4.0,4.0,3199.0,33.610115,-117.12566
375000.0,2.0,3.0,1954.0,32.68804,-116.33565
810000.0,3.0,4.0,2497.0,33.798412,-117.244576
869000.0,3.0,5.0,3386.0,33.69283,-117.23049
459000.0,2.0,3.0,1313.0,39.75797,-121.86959
799000.0,3.0,4.0,2511.0,37.92757,-121.61705
499999.0,2.0,3.0,1664.0,34.623146,-117.84948
490000.0,2.0,3.0,1516.0,38.712093,-121.25589
527300.0,2.0,3.0,1700.0,40.573578,-124.13396
285000.0,2.0,3.0,1127.0,32.785206,-115.56629
699000.0,3.0,4.0,2815.0,34.6352,-118.228874
459900.0,2.0,3.0,1357.0,34.686935,-118.19723
509900.0,2.0,3.0,1638.0,34.651863,-118.24245
499900.0,3.0,5.0,1770.0,34.686108,-118.24221
